ï»¿,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disclaimers,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ This is an analytics report and currently we support downloading top 8000 listings by sold quantity.,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ This report ONLY includes listings sold within the selected time range. Any fees charged or credits applied to listings sold outside this time range are not included in this report. These fees and credits are included in the selling costs number shown on the Seller Hub Performance sales report dashboard.,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ Any fees charged or credits applied to these listings outside this time range are not included in this report.,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ You had $164.48 of account level fees during this time period. Here is the breakdown of these fees.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subscription fees = $164.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
"â¢ For the orders that have more than one unique item (multi-item orders), the order level fees/costs are distributed in individual items as follows. Total shipping label cost and per order fixed final value fees are equally distributed to each item.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Report for Jan 1, 2024 to Sep 29, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,
Listing title,eBay item ID,Store category L1,Store category L2,Quantity sold,Total sales (Includes taxes),Item sales,Taxes and government fees paid by buyer to you,Taxes and government fees paid by buyer to eBay,Shipping and handling paid by buyer to you,Total selling costs,Insertion fees,Optional listing upgrade fees,Final value fees,Promoted Listings - General fees,Promoted Listings - Priority fees,Ads Express fees,Promoted Offsite - Fees,International fees,Other eBay fees,Deposit processing fees,Fee credits,Shipping labels cost (Amount you paid to buy shipping labels on eBay),Net sales (Net of taxes and selling costs),Average Selling price,Quantity sold via promoted listing,Quantity sold via Best Offers,Quantity sold via Seller Initiated Offers
"LUNA 50-Hours Conceal Fixing Cushion Foundation, SPF 37, Refill, Semi-Matte, Ful",364786481183,Other,-,1,$43.82,$41.00,$0.00,$2.82,$0.00,$9.97,$0.00,$0.00,$5.81,$4.16,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$31.03,$43.82,1,1,0
"e.l.f. BB Cream SPF 20, Tinted Moisturizer/Foundation SPF, Vegan & Deep",364787927099,Other,-,1,$17.14,$16.17,$0.00,$0.97,$0.00,$3.89,$0.00,$0.00,$2.52,$1.37,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.28,$17.14,1,0,0
Watermelon Niacinamide Face Serum: Glow & Primer (120ML),364787961947,Other,-,1,$22.40,$21.08,$0.00,$1.32,$0.00,$4.96,$0.00,$0.00,$3.17,$1.79,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.12,$22.40,1,0,0
"Olay Revitalizing Body Lotion with Vitamin C, 17 fl oz (Pack of 4)",364788251933,Other,-,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.40,$0.00,$0.00,$8.49,$5.24,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$13.33,$0.00,-$0.40,$0.00,1,0,0
"Woody's Men's Shampoo- All Hair Types-Vitamin B5, E, Aloe Vera, Ginger-32 oz-1 P",364788384251,Other,-,1,$26.72,$24.74,$0.00,$1.98,$0.00,$3.70,$0.00,$0.00,$3.70,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$21.04,$26.72,0,0,0
Dior Dreamskin Cushion SPF 50 Medium Beige x 2 - 0.5 oz,364788670978,Other,-,1,$143.17,$133.49,$0.00,$9.68,$0.00,$31.11,$0.00,$0.00,$18.08,$13.03,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$102.38,$143.17,1,0,0
"Origins GinZing Glow Boosting Gel Moisturizer, 1.7 Fl Oz",364788681010,Other,-,1,$34.08,$31.85,$0.00,$2.23,$0.00,$7.71,$0.00,$0.00,$4.61,$3.10,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$24.14,$34.08,1,0,0
"Retinol Cream Face Moisturizer w  Collagen, Hyaluronic Acid - Anti-Wrinkle, Natu",364788705228,Other,-,1,$17.80,$16.67,$0.00,$1.13,$0.00,$8.58,$0.00,$0.00,$2.60,$1.62,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.36,$8.09,$17.80,1,0,0
Sibba 1 Pair  x Spa Gel Hydrating Gloves and Socks for Eczema Healing,364790470637,Other,-,1,$16.00,$14.75,$0.00,$1.25,$0.00,$8.03,$0.00,$0.00,$2.38,$1.46,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.19,$6.72,$16.00,1,0,0
LOreal Paris Hydrating Face Moisturizer for Dry Sensitive Skin,364790553218,Other,-,1,$14.67,$13.55,$0.00,$1.12,$0.00,$3.56,$0.00,$0.00,$2.21,$1.35,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9.99,$14.67,1,0,0
"PHOERA CC+ Cream - Full Coverage, SPF 25+ Sunscreen, Buff Beige 1.08 oz.",364790582828,Other,-,1,$37.18,$34.51,$0.00,$2.67,$0.00,$12.33,$0.00,$0.00,$4.99,$3.38,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3.96,$22.18,$37.18,1,0,0
Premier Dead Sea Hand Cream | Non-Greasy Formula | Vegan | Cruelty Free | Parabe,364790647595,Other,-,1,$49.90,$47.08,$0.00,$2.82,$0.00,$6.56,$0.00,$0.00,$6.56,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$40.52,$49.90,0,0,0
"NOW Solutions Organic Argan Oil, 100  Pure 2-Ounce",364790707368,Other,-,1,$26.90,$26.90,$0.00,$0.00,$0.00,$6.19,$0.00,$0.00,$3.72,$2.47,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.71,$26.90,1,0,0
fresh Crme Ancienne Supreme Eye Serum 0.5 oz/ 15 mL,364790757826,Other,-,1,$264.55,$243.54,$0.00,$21.01,$0.00,$61.20,$0.00,$0.00,$33.07,$24.34,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3.79,$182.34,$264.55,1,0,0
"MLI 4-in-1 Face Serum Moisturizer: Collagen, Hyaluronic Acid, Vitamin C, Retino",364790891868,Other,-,1,$0.00,$0.00,$0.00,$0.00,$0.00,$4.36,$0.00,$0.00,$6.16,$4.20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.36,$4.36,-$4.36,$0.00,1,1,0
"SooAE Unicorn Glow Sleeping Mask, Overnight Korean Beauty Mask",364790928205,Other,-,1,$19.44,$18.00,$0.00,$1.44,$0.00,$4.55,$0.00,$0.00,$2.80,$1.75,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$13.45,$19.44,1,1,0
La Roche-Posay Lipikar AP+ Repair Cream | Shea & Niacinamide Moisturizer,364792476935,Other,-,1,$27.80,$25.50,$0.00,$2.30,$0.00,$10.52,$0.00,$0.00,$3.83,$2.50,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.19,$14.98,$27.80,1,0,0
Shiseido Wrinkle Smoothing Cream - 50mL - Anti-Aging Moisturizer - Corrects Wrin,364792486884,Other,-,1,$132.21,$124.73,$0.00,$7.48,$0.00,$28.63,$0.00,$0.00,$16.73,$11.90,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$96.10,$132.21,1,0,0
"CKD RETINO Anti-Wrinkle Firming Face Cream 40ml - Collagen, Reduces Fine Lines",364792487402,Other,-,1,$60.05,$55.60,$0.00,$4.45,$0.00,$17.58,$0.00,$0.00,$7.82,$5.40,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.36,$38.02,$60.05,1,0,0
Neutrogena SPF 50 Mineral Sunscreen 1.7 fl. oz.,364792611662,Other,-,1,$60.18,$60.18,$0.00,$0.00,$0.00,$13.25,$0.00,$0.00,$7.83,$5.42,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$46.93,$60.18,1,0,0
"Drunk Elephant Littles 6.0 Skin Care Set  Bestsellers, Marula Oil, Serums, Cream",364792829803,Other,-,1,$117.88,$107.65,$0.00,$10.23,$0.00,$25.57,$0.00,$0.00,$14.96,$10.61,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$82.08,$117.88,1,0,0
"Olay Regenerist Micro-Exfoliating Wet Cleansing Cloths, 30 Count (Pack of 3)",364793154320,Other,-,1,$35.10,$32.92,$0.00,$2.18,$0.00,$4.73,$0.00,$0.00,$4.73,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$28.19,$35.10,0,0,0
"Neutrogena Alcohol-Free Gentle Face Toner, 8 oz.",364793249322,Other,-,1,$14.16,$13.23,$0.00,$0.93,$0.00,$2.15,$0.00,$0.00,$2.15,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11.08,$14.16,0,0,0
"Burts Bees Coconut & Lotus Face Wipes, Micellar Makeup Remover, 30 Ct (3-Pack)",364794552333,Other,-,1,$26.13,$24.22,$0.00,$1.91,$0.00,$5.98,$0.00,$0.00,$3.63,$2.35,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.24,$26.13,1,0,0
Salicylic Acid Toner for Face - Hydrating Exfoliant with Vitamin E,364796828533,Other,-,1,$8.57,$8.08,$0.00,$0.49,$0.00,$5.72,$0.00,$0.00,$1.36,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.36,$2.36,$8.57,0,0,0
"ROKKISS Tea Tree Peeling Gel - Gentle Exfoliation, Aloe Vera, Korean Skin Care.",364796877741,Other,-,1,$35.51,$32.94,$0.00,$2.57,$0.00,$12.17,$0.00,$0.00,$4.79,$3.02,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.36,$20.77,$35.51,1,0,0
"Natural Bioidentical Estrogen Cream for Menopause Relief, 3-Month Supply (4oz)",364796953474,Other,-,1,$38.05,$35.56,$0.00,$2.49,$0.00,$8.33,$0.00,$0.00,$5.10,$3.23,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$27.23,$38.05,1,0,0
"CZZXI Face Scrub w/ Manuka Honey, Vitamin C - Gentle Exfoliator 4.23oz.",364797013249,Other,-,1,$29.30,$27.64,$0.00,$1.66,$0.00,$8.38,$0.00,$0.00,$4.02,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.36,$19.26,$29.30,0,0,0
Foaming Heavy Oil Stain Cleaner 3-Pack - Kitchen Spray,364797969495,Other,-,1,$37.57,$34.51,$0.00,$3.06,$0.00,$5.04,$0.00,$0.00,$5.04,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$29.47,$37.57,0,0,0
GlyMed Plus GlyMed Plus Cell Science Mega-Purifying Cleanser 6.75fl oz.,364797977091,Other,-,1,$64.73,$58.71,$0.00,$6.02,$0.00,$12.40,$0.00,$0.00,$8.39,$4.01,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$46.31,$64.73,1,0,0
"Pacifica Beauty Moisture Rehab Makeup Removing Wipes, 30ct, Vegan & Cruelty Free",364798041390,Other,-,1,$25.49,$25.49,$0.00,$0.00,$0.00,$5.13,$0.00,$0.00,$3.55,$1.58,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.36,$25.49,1,0,0
"Neutrogena Blackhead Eliminating Scrub, Exfoliating Face Wash (Pack of 6)",364798589090,Other,-,1,$55.12,$52.00,$0.00,$3.12,$0.00,$13.30,$0.00,$0.00,$7.21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.09,$38.70,$55.12,0,1,0
"Bior Deep Pore Cleansing Facial Wipes, 60 Count",364798629654,Other,-,1,$20.77,$18.97,$0.00,$1.80,$0.00,$9.30,$0.00,$0.00,$2.97,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.33,$9.67,$20.77,0,0,0
Lancme Advanced Gnifique Skincare Gift Set - Includes Face Serum & Night Cream,364798864073,Other,-,1,$207.89,$207.89,$0.00,$0.00,$0.00,$29.04,$0.00,$0.00,$26.07,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2.97,$178.85,$207.89,0,0,0
Lancme Advanced Gnifique 2-Piece Skincare Gift Set: Face Serum & Night Cream,364798869899,Other,-,1,$207.89,$207.89,$0.00,$0.00,$0.00,$29.04,$0.00,$0.00,$26.07,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2.97,$178.85,$207.89,0,0,0
Triple Action Anti Aging Peel Pads: Smooth Skin Solution,364799913024,Other,-,1,$51.28,$47.05,$0.00,$4.23,$0.00,$11.09,$0.00,$0.00,$6.73,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.36,$35.96,$51.28,0,0,0
"Biore Blackhead Removal Pore Strips, 24 Ct, Deep Cleansing and Unclogging",364800072114,Other,-,1,$25.69,$24.07,$0.00,$1.62,$0.00,$3.57,$0.00,$0.00,$3.57,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.50,$25.69,0,0,0
HAPPY by Clinique Eau De Parfum Spray 3.4 oz Women,364824467353,Other,-,1,$29.76,$26.99,$0.00,$2.77,$0.00,$13.17,$0.00,$0.00,$4.08,$3.57,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.52,$13.82,$29.76,1,0,0
,,,,194,9052.58,8468.61,0,570.75,13.22,1877.11,0,0,1216.54,599.4,8.06,0,0,3.35,0,0,93.77,143.53,6604.72,5486.86,151,14,0
